HEL1OS Observation,SoLEXS Observation,HEL1OS Event Start (MJD),HEL1OS Event End (MJD),HEL1OS HK Start (MJD),HEL1OS HK End (MJD),SoLEXS LC Start (Unix),SoLEXS LC End (Unix),SoLEXS GTI Start (Unix),SoLEXS GTI End (Unix)
HLS_20240624_000006_5107sec_lev1_V111,AL1_SLX_L1_20240820_v1.1,60485.00007412901,60485.059100448096,60485.00007412901,60485.05919052782,1712102400.0,1712188799.0,1712102401.0,1712188799.0
