Filename,File Type,File Size (MB),Total HDUs,Instrument,Telescope,Observation Date,Object,Creator
hel1os_czt_spectra_czt1.fits,.fits,6.7,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,6.59,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,5.3,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,5.22,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,10.02,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,5.29,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,5.3,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,10.02,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,53.16,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.13,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,14.12,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,13.83,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,11.14,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,10.92,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,21.12,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,11.13,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,11.13,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,21.12,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,117.78,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,2.37,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,6.23,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,5.89,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,4.93,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,4.66,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,9.32,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,4.93,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,4.92,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,9.32,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,61.38,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.12,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,9.32,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,9.6,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,7.36,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,7.58,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,14.35,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,7.58,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,7.56,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,14.35,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,72.76,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.6,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,7.4,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,7.4,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,5.85,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,5.85,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,11.06,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,5.85,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,5.84,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,11.06,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,65.08,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.26,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,7.39,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,7.4,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,5.84,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,5.85,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,11.06,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,5.84,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,5.83,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,11.06,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,62.92,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.25,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,7.4,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,7.25,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,5.85,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,5.73,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,11.08,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,5.86,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,5.84,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,11.08,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,59.75,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.24,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,4.55,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,4.38,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,3.6,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,3.48,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,6.77,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,3.6,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,3.58,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,6.8,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,35.78,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,0.77,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,3.32,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,3.32,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,2.64,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,2.64,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,4.96,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,2.62,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,2.62,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,4.96,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,28.9,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,0.57,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,10.8,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,10.8,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,8.53,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,8.53,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,16.15,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,8.5,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,8.52,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,16.15,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,83.95,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.8,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,4.53,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,4.29,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,3.6,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,3.39,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,6.78,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,3.6,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,3.58,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,6.78,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,35.79,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,0.76,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,14.1,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,14.12,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,11.13,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,11.14,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,21.11,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,11.14,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,11.12,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,21.12,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,107.8,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,2.34,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,6.71,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,6.59,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,5.3,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,5.21,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,10.04,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,5.3,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,5.29,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,10.04,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,55.29,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.14,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,6.7,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,6.7,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,5.3,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,5.3,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,10.02,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,5.3,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,5.29,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,10.02,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,55.45,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.14,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,3.25,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,3.1,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,2.58,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,2.47,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,4.91,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,2.61,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,2.61,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,4.92,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,26.49,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,0.56,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt2.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticdte1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt1.fits,.fits,6.24,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_czt_spectra_czt2.fits,.fits,5.89,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt1.fits,.fits,4.93,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_czt2.fits,.fits,4.66,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte1.fits,.fits,9.33,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte2.fits,.fits,4.93,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
lightcurve_cdte1.fits,.fits,4.93,6,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hel1os_cdte_spectra_cdte2.fits,.fits,9.33,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
evt.fits,.fits,61.4,5,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
gticzt1.fits,.fits,0.01,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
hk.fits,.fits,1.12,2,HEL1OS,Aditya-L1,N/A,N/A,HEL1OS-L1-PIPELINE
