Filename,File Type,File Size (MB),Total HDUs,Instrument,Telescope,Observation Date,Object,Creator
AL1_SOLEXS_20260505_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260430_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260430_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240322_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240322_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260410_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260410_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240408_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240408_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240402_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240402_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240401_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240401_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260414_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260414_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260422_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260422_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260331_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260331_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240404_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240404_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240315_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240315_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240321_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240321_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260404_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260404_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260330_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260330_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260425_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260425_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260424_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260424_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240403_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240403_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240311_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240311_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260408_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260408_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260401_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260401_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260427_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260427_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240317_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240317_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260421_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260421_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260501_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260501_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260419_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260419_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260411_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260411_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260413_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260413_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260412_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260412_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240331_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240331_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260407_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260407_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260409_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260409_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240305_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240305_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260428_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260428_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260504_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260504_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240316_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240316_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260426_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260426_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260418_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260418_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260420_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260420_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240326_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240326_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240407_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240407_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240312_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240312_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240320_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240320_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260405_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260405_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240329_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240329_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240325_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20240325_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260317_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260317_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251229_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251229_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260322_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260322_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260103_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260103_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260107_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260107_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260214_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260214_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251230_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251230_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260102_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260102_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260209_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260209_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251226_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251226_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260314_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260314_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260108_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260108_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260320_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260320_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260310_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260310_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260109_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260109_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260324_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260324_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260222_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260222_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260323_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260323_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260312_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260312_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260316_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260316_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260315_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260315_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251227_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251227_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260326_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260326_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260223_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260223_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260101_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260305_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260305_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260304_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260304_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260226_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260226_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260327_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260327_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260104_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260104_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260110_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260110_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251225_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20251225_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260218_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260218_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260106_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260106_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260318_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260318_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260309_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260309_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260105_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260105_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260319_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260319_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260216_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260216_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260308_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260308_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260307_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20260307_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.4
AL1_SOLEXS_20250606_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250606_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250730_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250730_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250529_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250529_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250701_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250701_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250616_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250616_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250620_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250620_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250421_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250421_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250619_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250619_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250603_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250603_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250417_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250417_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250715_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250715_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250615_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250615_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250630_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250630_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250731_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250420_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250420_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250626_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250626_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250709_SDD1_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
AL1_SOLEXS_20250709_SDD2_L1.gti,.gti,0.01,2,SoLEXS,AL1,N/A,N/A,solexs_pipeline-1.3
